Property Name,Portfolio Manager ID,Use Type
"AK0000AA - FEDERAL BLDG, USCT",2999292,Office
AK0000AB - USBS DALTON CACHE,20597,Other - Public Services
AK0000AH - USBS ALCAN,2629904,Other - Public Services
AK0001ZZ - ANCHORAGE FED BLDG,20600,Office
AK0001ZZ - ANCHORAGE FED BLDG,20600,Office
AK0001ZZ - ANCHORAGE FED BLDG,20600,Office
AK0005AK - Ketchikan FB,20599,Office
AK0005AK - Ketchikan FB,20599,Office
AK0013ZZ - HURFF A. SAUNDERS FB-CTHS,2629908,Office
AK0013ZZ - HURFF A. SAUNDERS FB-CTHS,2629908,Office
AK0013ZZ - HURFF A. SAUNDERS FB-CTHS,2629908,Office
AK0029ZZ - FAIRBANKS FED BLDG,2629910,Office
AK0029ZZ - FAIRBANKS FED BLDG,2629910,Parking
AK0029ZZ - FAIRBANKS FED BLDG,2629910,Office
AK0032AA - Anchorage Federal Building U.S. Courthouse Annex,2536762,Office
AK0032AA - Anchorage Federal Building U.S. Courthouse Annex,2536762,Office
AK0514ZZ - PETERSBURG FED BLDG,2629911,Office
AK0526ZZ - USBS SKAGWAY,2629912,Other - Public Services
AL0000AB - CAMPBELL FED BLDG & CTHSE,2629913,Courthouse
AL0000AC - JOHNSON FED BLDG CTHSE,2385102,Courthouse
AL0004ZZ - ANNISTON FED BLDG & CTHSE,2629914,Courthouse
AL0007ZZ - MOBILE US COURTHOUSE,2629915,Courthouse
AL0011ZZ - VANCE FED BLDG & COURTHSE,2629916,Courthouse
AL0019ZZ - DOTHAN FED BLDG & CRTHSE,2629917,Courthouse
AL0028ZZ - GADSEN FED BLDG & CTHSE,2629918,Courthouse
AL0034ZZ - HUNTSVILLE PO & COURTHSE,2629919,Courthouse
AL0046ZZ - ANDREWS FED BLG & CTHSE,819,Office
AL0046ZZ - ANDREWS FED BLG & CTHSE,819,Parking
AL0055ZZ - SELMA FED BLDG & COURTHSE,2629920,Courthouse
AL0079ZZ - SSA BUILDING,2629922,Office
AR0000RK - LITTLE ROCK FB CT,830,Office
AR0000RK - LITTLE ROCK FB CT,830,Courthouse
AR0000RK - LITTLE ROCK FB CT,830,Office
AR0000RK - LITTLE ROCK FB CT,830,Parking
AR0021ZZ - IC PARKER CTHSE PO,1976058,Courthouse
AR0021ZZ - IC PARKER CTHSE PO,1976058,Office
AR0031ZZ - OLD POST OFFICE CTHS,1772097,Courthouse
AR0031ZZ - OLD POST OFFICE CTHS,1772097,Office
AR0031ZZ - OLD POST OFFICE CTHS,1772097,Parking
AR0057ZZ - TEXARKANA USPO CTHS,2394954,Office
AR0057ZZ - TEXARKANA USPO CTHS,2394954,Courthouse
AR0057ZZ - TEXARKANA USPO CTHS,2394954,Other - Services
AR0062ZZ - HOT SPRGS USPS CTHS,1779496,Courthouse
AR0062ZZ - HOT SPRGS USPS CTHS,1779496,Office
AR0062ZZ - HOT SPRGS USPS CTHS,1779496,Office
AR0066ZZ - HELENA USPS CTHS,1978154,Courthouse
AR0066ZZ - HELENA USPS CTHS,1978154,Office
AR0078ZZ - G HOWARD FB USPO CTH,1775888,Office
AR0078ZZ - G HOWARD FB USPO CTH,1775888,Courthouse
AR0078ZZ - G HOWARD FB USPO CTH,1775888,Office
AR0078ZZ - G HOWARD FB USPO CTH,1775888,Other - Services
AR0079ZZ - BATESVILLE FB PO CT,1977394,Courthouse
AR0079ZZ - BATESVILLE FB PO CT,1977394,Office
AR0079ZZ - BATESVILLE FB PO CT,1977394,Mailing Center/Post Office
AR0084ZZ - HAMMERSCHMIDT FB CT,1930409,Courthouse
AR0084ZZ - HAMMERSCHMIDT FB CT,1930409,Office
AR0084ZZ - HAMMERSCHMIDT FB CT,1930409,Office
AZ0000AA - USBS LUKEVILLE,1299757,Office
AZ0000BB - USBS DECONCINI- E NOGALES,1299747,Office
AZ0000CC - USBS SASABE,1303974,Office
AZ0000DD - USBS DOUGLAS,1303915,Office
AZ0000FF - BDR PATL SECTOR HQRS,1299729,Office
AZ0000GG - USBS SAN LUIS 1,1303969,Office
AZ0000HH - USBS NACO,1299718,Office
AZ0000JJ - SAN LUIS 2 LPOE,2629923,Office
AZ0000WW-USBS MARIPOSA NOGALES,1303927,Office
AZ0015ZZ - JA WALSH COURTHOUSE,1279942,Courthouse
AZ0052ZZ - PHOENIX FED BLDG US CTHSE,1279941,Courthouse
AZ0058ZZ - TUCSON FEDERAL BUILDING,1283262,Office
AZ0058ZZ - TUCSON FEDERAL BUILDING,1283262,Parking
AZ0058ZZ - TUCSON FEDERAL BUILDING,1283262,Office
AZ0303ZZ - S D OCONNOR COURTHOUSE,1283331,Courthouse
AZ0307ZZ - EA DECONCINI COURTHOUSE,1279859,Courthouse
AZ0369ZZ-ROLL US COURTHOUSE,3981441,Office
BC Place,3996745,Stadium (Closed)
BC Place,3996745,Parking
CA0000AA-APPRAISERS BLDG & CUSTOM,1283266,Office
CA0000BB - USBS CALEXICO WEST,1299754,Office
CA0000CC - ROYBAL + N L A FED BLDGS,1279897,Office
CA0000DD - JAMES BROWNING US CT,1283474,Courthouse
CA0000GG - USBS SAN YSIDRO,1278821,Office
CA0000HH - USBS ANDRADE,1303908,Office
CA0000JJ - USBS OTAY MESA COMMERCIAL,1299380,Office
CA0000KK - ALAMEDA FED CNTR BLDG 1,1278853,Office
CA0000KK - ALAMEDA FED CNTR BLDG 1,1278853,Distribution Center
CA0000KK - ALAMEDA FED CNTR BLDG 1,1278853,Parking
CA0000LL - USBS TECATE,1283446,Office
CA0000MM-SACRAMENTO FEDERAL CAMPUS,1283342,Office
CA0000MM-SACRAMENTO FEDERAL CAMPUS,1283342,Parking
CA0000OO - MENLO PARK FED CENTER,1303972,Office
CA0000RR - PASADENA FED CRT HSE,1283462,Courthouse
CA0000RR - PASADENA FED CRT HSE,1283462,Parking
CA0000SS - C HOLIFIELD FED BLDG,1283255,Office
CA0000SS - C HOLIFIELD FED BLDG,1283255,Parking
CA0000SS - C HOLIFIELD FED BLDG,1283255,Office
CA0000SS - C HOLIFIELD FED BLDG,1283255,Other
CA0000SS - C HOLIFIELD FED BLDG,1283255,Other
CA0000SS - C HOLIFIELD FED BLDG,1283255,Other - Services
CA0000WW - USBS CALEXICO EAST,1299389,Office
CA0041ZZ - LOS ANGELES US COURTHOUSE,1279893,Courthouse
CA0041ZZ - LOS ANGELES US COURTHOUSE,1279893,Parking
CA0083ZZ-HISTORIC SACRAMENTO FB,1279948,Office
CA0083ZZ-HISTORIC SACRAMENTO FB,1279948,Office
CA0083ZZ-HISTORIC SACRAMENTO FB,1279948,Parking
CA0088ZZ - J.WEINBERGER COURTHOUSE,1283247,Courthouse
CA0088ZZ - J.WEINBERGER COURTHOUSE,1283247,Parking
CA0093ZZ - FEDERAL OFFICE BLDG,600,Office
CA0093ZZ - FEDERAL OFFICE BLDG,600,Office
CA0149ZZ - LOS ANGELES FED BLDG,1283248,Office
CA0152ZZ - JE MOSS FED BLDG CRTHSE,1283259,Office
CA0152ZZ - JE MOSS FED BLDG CRTHSE,1283259,Office
CA0152ZZ - JE MOSS FED BLDG CRTHSE,1283259,Parking
CA0154ZZ - P BURTON FED BLDG CTHSE,1279464,Office
CA0154ZZ - P BURTON FED BLDG CTHSE,1279464,Parking
CA0154ZZ - P BURTON FED BLDG CTHSE,1279464,Courthouse
CA0154ZZ - P BURTON FED BLDG CTHSE,1279464,Other - Services
CA0154ZZ - P BURTON FED BLDG CTHSE,1279464,Restaurant
CA0154ZZ - P BURTON FED BLDG CTHSE,1279464,Other - Recreation
CA0167ZZ - EJ SCHWART FED BLG CRTHSE,2629925,Courthouse
CA0168ZZ - WEST LOS ANGELES FED BLDG,1278834,Office
CA0168ZZ - WEST LOS ANGELES FED BLDG,1278834,Parking
CA0168ZZ - WEST LOS ANGELES FED BLDG,1278834,Office
CA0185ZZ-SSA BLDG-MENTOR STREET,1279333,Office
CA0186ZZ - SOCIAL SECURITY BLDG,2629926,Office
CA0194ZZ-SSA BLDG-RUGBY AVE,1279949,Office
CA0198ZZ-JC CORMAN FEDERAL BLDG,1283349,Office
CA0198ZZ-JC CORMAN FEDERAL BLDG,1283349,Office
CA0198ZZ-JC CORMAN FEDERAL BLDG,1283349,Parking
CA0200ZZ - SANTA ANA FED BLDG,1283468,Office
CA0200ZZ - SANTA ANA FED BLDG,1283468,Parking
CA0221ZZ - JOHN F SHEA FED BLDG,1279481,Courthouse
CA0221ZZ - JOHN F SHEA FED BLDG,1279481,Parking
CA0224ZZ - HAWTHORNE FED BLDG,1278861,Office
CA0224ZZ - HAWTHORNE FED BLDG,1278861,Parking
CA0235ZZ - LJ RYAN FED RECORDS CNTR,1283371,Office
CA0235ZZ - LJ RYAN FED RECORDS CNTR,1283371,Parking
CA0235ZZ - LJ RYAN FED RECORDS CNTR,1283371,Non-Refrigerated Warehouse
CA0260ZZ - RF PECKHAM FED BLDG CTHSE,1283238,Courthouse
CA0272ZZ - PARKING GARAGE,2629927,Office
CA0273ZZ - GLENN M ANDERSON FB,1283287,Office
CA0273ZZ - GLENN M ANDERSON FB,1283287,Office
CA0273ZZ - GLENN M ANDERSON FB,1283287,Parking
CA0281ZZ - RV DELLUMS FED BLDG,1279478,Office
CA0281ZZ - RV DELLUMS FED BLDG,1279478,Parking
CA0281ZZ - RV DELLUMS FED BLDG,1279478,Office
CA0281ZZ - RV DELLUMS FED BLDG,1279478,Courthouse
CA0281ZZ - RV DELLUMS FED BLDG,1279478,Mailing Center/Post Office
CA0295ZZ - RONALD REAGAN FED BLDG,1177145,Courthouse
CA0295ZZ - RONALD REAGAN FED BLDG,1177145,Office
CA0295ZZ - RONALD REAGAN FED BLDG,1177145,Parking
CA0305ZZ - NEW SAN FRANCISCO FB,2629928,Office
CA0305ZZ - NEW SAN FRANCISCO FB,2629928,Parking
CA0306ZZ - RT MATSUI COURTHOUSE,1279839,Courthouse
CA0306ZZ - RT MATSUI COURTHOUSE,1279839,Parking
CA0306ZZ - RT MATSUI COURTHOUSE,1279839,Office
CA0306ZZ - RT MATSUI COURTHOUSE,1279839,Office
CA0309ZZ - RE COYLE FED BLDG CTHSE,1283275,Courthouse
CA0309ZZ - RE COYLE FED BLDG CTHSE,1283275,Parking
CA0315ZZ - SEIZED VEHICLE FACILITY,1567868,Non-Refrigerated Warehouse
CA0316ZZ - SAN DIEGO FED COURTHSE,3478838,Office
CA0363ZZ - BAKERSFIELD US COURTHOUSE,3264359,Courthouse
CA6764ZZ - PARKWAY CENTRE,2998918,Office
CO0000AA - DENVER FEDERAL CENTER,2280735,Office
CO0006ZZ - NEW CUSTOMS HOUSE,2280737,Office
CO0009ZZ - BYRON WHITE US COURTHOUSE,2280739,Courthouse
CO0018ZZ - WAYNE ASPINALL FED BLDG,2629929,Office
CO0039ZZ - BYRON ROGERS FED BLDG CTH,2280741,Office
CO0046ZZ - FORT COLLINS FED BLDG PO,2487774,Office
CO0046ZZ - FORT COLLINS FED BLDG PO,2487774,Parking
CO0050ZZ - CALIFORNIA FED GARAGE BDG,2280901,Office
CO0050ZZ - CALIFORNIA FED GARAGE BDG,2280901,Non-Refrigerated Warehouse
CO0051ZZ - WELTON ST FED GARAGE BLDG,2280800,Non-Refrigerated Warehouse
CO0051ZZ - WELTON ST FED GARAGE BLDG,2280800,Office
CO0053ZZ - GSA PARKING LOT,2629930,Parking
CO0054ZZ - CESAR CHAVEZ FED BLDG,2280903,Office
CO0061ZZ - ALFRED ARRAJ COURTHOUSE,2629931,Office
CO0061ZZ - ALFRED ARRAJ COURTHOUSE,2629931,Other
CO0061ZZ - ALFRED ARRAJ COURTHOUSE,2629931,Courthouse
CO0501AA - Bldg 1,3205465,Office
CO0511AA - Bldg 20,3210202,Office
CO0514AA - Bldg 25,3222498,Office
CO0515AA - Bldg 40,3237239,Office
CO0516AA - Bldg 41,3237241,Office
CO0516AA - Bldg 41,3237241,Office
CO0516AA - Bldg 41,3237241,Non-Refrigerated Warehouse
CO0518AA - Bldg 44,3237243,Office
CO0519AA - Bldg 45,3237245,Office
CO0520AA - Bldg 46,3237247,Office
CO0520AA - Bldg 46,3237247,Office
CO0522AA - Bldg 48,3222511,Non-Refrigerated Warehouse
CO0522AA - Bldg 48,3222511,Office
CO0527AA - Bldg 50,3237249,Office
CO0529AA - Bldg 52,3237251,Office
CO0530AA - Bldg 53,3237253,Office
CO0531AA - Bldg 54,3237255,Non-Refrigerated Warehouse
CO0532AA - Bldg 55,3237257,Office
CO0533AA - Bldg 56,3237259,Office
CO0533AA - Bldg 56,3237259,Non-Refrigerated Warehouse
CO0533AA - Bldg 56,3237259,Laboratory
CO0543AA - Bldg 75,3237261,Office
CO0576AA - Bldg 85,3237263,Office
CO0624AA - Bldg 810,3237265,Office
CO0624AA - Bldg 810,3237265,Non-Refrigerated Warehouse
CO0624AA - Bldg 810,3237265,Data Center
CO0625AA - Bldg 15,3209167,Office
CO0626AA - Bldg 16,3210163,Office
CO0627AA - Bldg 67,3237267,Office
CO0631AA - Bldg 710,3237269,Office
CO0644AA/CO0662AA - Day Care and Infant Toddler Center,3237271,Pre-school/Daycare
CO0651AA - Bldg 1A,3206172,Office
CO0652AA - Bldg 21B,3688460,Office
CO0654AA - Bldg 710A,3237273,Office
CO0657AA - Bldg 720,3237275,Office
CO0659AA - Bldg 95,3222578,Non-Refrigerated Warehouse
CO0659AA - Bldg 95,3222578,Office
CO0660AA - Bldg 94,3222552,Non-Refrigerated Warehouse
CO0661AA - Bldg 74A,3222517,Non-Refrigerated Warehouse
CO0663AA - Bldg 85A,3237279,Office
CT0013ZZ - W.R COTTER FED BLDG,902,Parking
CT0013ZZ - W.R COTTER FED BLDG,902,Office
CT0013ZZ - W.R COTTER FED BLDG,902,Office
CT0024ZZ - NEW HAVEN COURTHOUSE,903,Courthouse
CT0053ZZ - AA RIBICOFF FB &CTHS,904,Parking
CT0053ZZ - AA RIBICOFF FB &CTHS,904,Courthouse
CT0053ZZ - AA RIBICOFF FB &CTHS,904,Office
CT0053ZZ - AA RIBICOFF FB &CTHS,904,Office
CT0059ZZ - BRIEN MCMAHON FB&CTH,905,Parking
CT0059ZZ - BRIEN MCMAHON FB&CTH,905,Office
CT0059ZZ - BRIEN MCMAHON FB&CTH,905,Parking
CT0059ZZ - BRIEN MCMAHON FB&CTH,905,Other
CT0059ZZ - BRIEN MCMAHON FB&CTH,905,Courthouse
CT0059ZZ - BRIEN MCMAHON FB&CTH,905,Office
CT0060ZZ - SSA TORRINGTON,906,Office
CT0060ZZ - SSA TORRINGTON,906,Parking
CT0061ZZ - RN GIAIMO FED BLDG,907,Parking
CT0061ZZ - RN GIAIMO FED BLDG,907,Office
CT0061ZZ - RN GIAIMO FED BLDG,907,Other
CT0061ZZ - RN GIAIMO FED BLDG,907,Office
"DC0000AB - EPA EAST, WEST, CW",2629932,Office
"DC0000AB - EPA EAST, WEST, CW",2629932,Office
"DC0000AB - EPA EAST, WEST, CW",2629932,Parking
"DC0000AB - EPA EAST, WEST, CW",2629932,Office
DC0000AC - NAVY HILL COMPLEX,2629933,Office
DC0000NA - NEBRASKA AVE COMPLEX,2999302,Other
DC0000NA - NEBRASKA AVE COMPLEX,2999302,Other
DC0000NA - NEBRASKA AVE COMPLEX,2999302,Other
DC0000NA - NEBRASKA AVE COMPLEX,2999302,Other
DC0000NA - NEBRASKA AVE COMPLEX,2999302,Other
DC0000NA - NEBRASKA AVE COMPLEX,2999302,Other
DC0000NA - NEBRASKA AVE COMPLEX,2999302,Other
DC0000SE - ST ELIZABETH WEST CAMPUS,2629934,Office
DC0001ZZ - CENTRAL HTG PLNT STM,2629935,Office
DC0001ZZ - CENTRAL HTG PLNT STM,2629935,Parking
DC0001ZZ - CENTRAL HTG PLNT STM,2629935,Other
DC0007ZZ - VETERANS ADMINISTRAT,1670098,Office
DC0010ZZ - LYNDON B JOHNSON BLD,1675799,Office
