Property Name,Portfolio Manager ID,State/Province,Postal Code,Year Built,Gross Floor Area
TX0000EP - USBS EAGLE PASS I,2630159,Texas,788524875,1960,84139
TX0000ES - USBS STANTON ADMIN B,2630160,Texas,79901,1999,8698
TX0000FB - USBS FABENS ADMIN BL,2630161,Texas,798389800,2007,10889
TX0000FH-USBS FORT HANCOCK,2630162,Texas,79839,2003,5849
TX0000FW - FT WORTH FED CTR,2630163,Texas,761153400,1942,1374683
TX0000HD - USBS HIDALGO,2630164,Texas,78557,1982,74401
TX0000HF - 1 JUSTICE PARK DRIVE FB,2999330,Texas,77092,2005,527662
TX0000HO - LABRANCH FED BLDG,2630165,Texas,77001,1946,81475
TX0000JL - USBS JUAREZ LINCOLN,2630166,Texas,78040,1975,214920
TX0000LI - USBS LOS INDIOS,2630167,Texas,785679800,1992,106146
TX0000LR - BPSH LAREDO !HQTRS!,2630169,Texas,780402224,1970,26666
TX0000LT - USBS LOS TOMATES,2630170,Texas,785216762,1996,123715
TX0000LW - LAREDO WEST US BDR STATIO,2999331,Texas,78045,1900,0
TX0000MA - BPSH MCALLEN ADM BLDG,2630171,Texas,785013147,1972,30259
TX0000MC - USBS ANZALDUAS,2630172,Texas,785019998,2009,54337
TX0000MD - MIDLAND FEDERAL FACILITY,1594,Texas,79701,1970,123719
TX0000MF - HEADQUARTERS BLDG,2630173,Texas,798439998,1991,28844
TX0000NW - USBS WORLD TRADE EXPORT,2630174,Texas,780437846,2000,180344
TX0000PD - USBS PRESIDIO ADMIN,2630175,Texas,79845,2002,45543
TX0000PH - USBS PHARR ADMIN BLD,2630176,Texas,785778650,1996,134732
TX0000PN - USBS PASO DEL NORTE,2630177,Texas,799013213,1967,121328
TX0000PR - USBS ADMIN BUILDING,2630179,Texas,78579,1983,31291
TX0000RM - USBS ROMA ADM BLDG,2630180,Texas,78584,1989,41259
TX0000RY - USBS RIO GRANDE ADMI,2630181,Texas,78582,2001,49654
TX0000SA - SAN ANTONIO FED CENTER,2630182,Texas,782041211,1914,13479
TX0000TG-TORNILLO-GUADALUPE LPOE,4428021,Texas,79853,2015,95942
TX0000TY - TYLER POST OFFICE - CTHSE,2630183,Texas,757017200,1934,108739
TX0000YS - USBS YSLETA HEADHSE,2630184,Texas,799076656,1991,184680
TX0006ZZ - J.M. JONES FEDERAL BLDG,2390728,Texas,79101,1939,68177
TX0012ZZ - AUSTIN COURTHOUSE,1726921,Texas,78701,1935,63264
TX0019ZZ - J BROOKS FEDERAL BLDG,2393761,Texas,777012222,1934,158999
TX0057ZZ - TERMINAL ANNEX FED BLDG,1527740,Texas,75202,1930,254768
TX0069ZZ - EL PASO COURTHOUSE,1970124,Texas,79901,1936,125532
TX0075ZZ - FORT WORTH COURTHOUSE,1526958,Texas,76102,1933,134318
TX0081ZZ - GALVESTON USPO COURTHOUSE,1494449,Texas,77550,1937,128373
TX0101ZZ - HOUSTON US CUSTOM HOUSE,1493223,Texas,77002,1911,166991
TX0117ZZ - LAREDO USPO COURT HOUSE,1586,Texas,78040,1906,58819
TX0126ZZ - WR BURKE  US COURTHOUSE,2393639,Texas,75901,1935,24432
TX0130ZZ - SB HALL JR FEDERAL BLDG,1974208,Texas,75670,1914,18195
TX0163ZZ - OC FISHER FED BLDG CTHS,2394404,Texas,76903,1911,54534
TX0164ZZ - HF GARCIA US FOB CTHS,1555207,Texas,78205,1937,283693
TX0185ZZ - ML KING JR FEDERAL BLDG,1943108,Texas,77901,1960,71644
TX0200ZZ - SSA DALLAS DIST OFFICE,1979401,Texas,75201,1975,11282
TX0210ZZ - SHERMAN FED BLDG CTHS,1959421,Texas,75090,1907,34822
TX0211ZZ - BOB CASEY US COURTHOUSE,1493066,Texas,77002,1962,538700
TX0224ZZ - FG LANHAM FEDERAL BLDG,1526908,Texas,76102,1966,711867
TX0230ZZ - GH MAHON FED BLDG CTHSE,1972272,Texas,79401,1971,182810
TX0231ZZ - PEARSALL FED BLDG PO,1619510,Texas,78061,1973,9471
TX0247ZZ - FT WORTH FED PARK GARAGE,1600,Texas,76102,1973,7980
TX0272ZZ - RC WHITE FEDERAL BLDG,2424885,Texas,79901,1985,199621
TX0292ZZ - AM SMITH FEDERAL BLDG,1527775,Texas,75202,1972,198258
TX0297ZZ - ALLIANCE TOWER,1492832,Texas,77074,1985,245199
TX0298ZZ-GT LELAND FEDERAL BLDG,1493850,Texas,77002,1989,550755
TX0302ZZ - THE CENTRE PHASE 5,1528764,Texas,75234,1983,351253
TX0311ZZ - LAREDO FED BLDG CTHSE,1942281,Texas,78040,2004,138741
TX0313ZZ - CORPUS CHRISTI COURTHSE,1929703,Texas,78401,2001,172003
TX0316ZZ - BROWNSVILLE FB CTHS,1506542,Texas,78520,1999,189225
TX0319ZZ - EL PASO FED BLDG COURTHSE,2999332,Texas,79901,2008,277632
TX0397ZZ-NEW AUSTIN COURTHOUSE,3509146,Texas,78701,2013,250995
TX0400ZZ - 1 JUSTICE PARK DRIVE,2630185,Texas,770921900,2009,0
TX0441ZZ-SAN ANTONIO FED PKG GARAG,3362008,Texas,78205,2012,0
TX0501HS-SAN ANTONIO FED BLDG WEST,1556004,Texas,78206,1985,180230
TX0502HS - J WOOD COURTHOUSE,1590773,Texas,78206,1968,144284
TX0503HS - AA SPEARS TRAINING CTR,2630186,Texas,782061101,1968,20459
TX0701HO - FEDERAL BUILDING,1493590,Texas,77004,1946,78710
TX0999NW - USBS WORLD TRADE MOD BLDG,3609953,Texas,78040,1900,0
TX0999ZZ - USBS WORLD TRADE MOD BLDG,2630187,Texas,78040,1995,2016
TX1514ZZ - Waco Courthouse,2019021,Texas,76701,1935,142110
Test Peck,4145829,Massachusetts,02222,1985,791748
Test Potter,4145828,Massachusetts,02222,1985,542825
UT0010ZZ - OGDEN FOREST SVC BLDG,2280794,Utah,84401,1933,53145
UT0014ZZ - J WILL ROBINSON FED BLDG,1621,Utah,84601,1938,29480
UT0017ZZ - FE MOSS US COURTHOUSE,2280840,Utah,84101,1932,234288
UT0018ZZ-SALT LAKE CITY FED CTHSE,4095195,Utah,84101,2014,401209
UT0032ZZ - WF BENNETT FEDERAL BLDG,2280796,Utah,84138,1963,353153
UT0035ZZ - JV HANSEN FED BLDG CTHSE,2280798,Utah,84401,1965,206346
UT0037ZZ - GSA MOTOR POOL BUILDING,2630190,Utah,841112107,1966,7035
UT0039ZZ - IRS BUILDING,1626,Utah,84601,1971,6395
UT0042ZZ - ST GEORGE FED BLDG,2630191,Utah,847703467,1967,10163
VA0000AN - FRANCONIA WAREHOUSE,2630192,Virginia,22150,1953,1373687
VA0000CT - POWELL CTHSE & ANNEX,2223697,Virginia,23219,1858,313589
VA0002ZZ - ABINGDON FED BLDG,2630193,Virginia,242102844,1959,37087
VA0003ZZ - MARTIN BOSTETTE CTHS,2630194,Virginia,223095405,1931,63518
VA0020ZZ - BASCOM SLEMP FED BLDG,2630195,Virginia,242192824,1913,28783
VA0034ZZ - DANVILLE PO & CTHSE,2630196,Virginia,245411830,1934,47000
VA0034ZZ-DANVILLE PO && CTHSE,4041005,Virginia,24541,2001,40000
VA0053ZZ-CUSTOMHOUSE,2250194,Virginia,23501,1985,30890
VA0054ZZ - HOFFMAN COURTHOUSE,2630197,Virginia,235011915,1934,216792
VA0087ZZ - PORTSMOUTH FED BLDG,2630198,Virginia,237043818,1961,147461
VA0088ZZ - RICHMOND FED BLDG,2630199,Virginia,23219,1962,365041
VA0095ZZ - POFF FEDERAL BLDG,2436896,Virginia,24011,1975,341289
VA0321ZZ - AV BRYAN COURTHOUSE,2630200,Virginia,223125702,1995,348850
VA0578ZZ - US DISTRICT COURTHOUSE,2222937,Virginia,23219,2008,364827
VA0686ZZ - HARRISONBURG COURTHOUSE,2249780,Virginia,22801,1939,62085
VA0719ZZ - UNITED STATES COURTHOUSE,2249767,Virginia,24504,2005,64523
VA1608ZZ - NORFOLK FED BLDG,2630201,Virginia,235011811,1976,219417
VI0007ZZ - DELUGO FED BLDG - ST THOMAS,2630202,Virgin Islands of the U.S.,008016424,1977,93417
VI0008ZZ - CHRISTIAN FED BLDG - ST CROIX,2630203,Virgin Islands of the U.S.,008204226,1992,76227
VT0000BD-USBS DERBY I-91,2392051,Vermont,05830,1985,15691
VT0000BH-US BORDER STATION,3981450,Vermont,05460,1985,46299
VT0000BN-USBS NORTON,2630204,Vermont,05907,1985,8184
VT0000BP - USBS BEEBE PLAIN,2630206,Vermont,05823,1937,3638
VT0000BS-USBS ALBURG SPRINGS,2397740,Vermont,05440,1985,3702
VT0000BT - USBS NORTH TROY,2630207,Vermont,058599515,1937,14925
VT0000PD-USBS && USPO DERBY LINE,2630209,Vermont,05830,1985,16898
VT0002ZZ - USBS BEECHER FALLS,2397749,Vermont,05902,1932,8970
VT0007ZZ-USBS CANAAN,2397712,Vermont,05903,1985,5856
VT0008ZZ-USBS EAST RICHFORD,2397742,Vermont,05476,1986,8714
VT0014ZZ-USBS RICHFORD,2630210,Vermont,05476,1985,7895
VT0018ZZ - ST ALBANS FED BLDG & USPO,1679,Vermont,05478,1938,65854
VT0020SW - GARAGE USBP SWANTON HDQTR,3478839,Vermont,05488,1900,11493
VT0024ZZ-BURLINGTON CTHS && USPO,1681,Vermont,05401,1973,147860
VT0026ZZ - MONTPELIER FEDERAL BLDG,1682,Vermont,05602,1964,73261
VT0028ZZ - WINSTON PROUTY FED BLDG,1683,Vermont,05452,1972,12468
VT0029SW - USBP SWANTON SECTOR HDQTR,3478840,Vermont,05488,1900,0
VT0034ZZ-SSA MONTPELIER,1684,Vermont,05602,1985,6803
VT0035ZZ - SSA BURLINGTON,1685,Vermont,05401,1972,8002
VT0052BH - MYERS BLDG HIGHGATE,2392070,Vermont,05460,1973,2306
VT0057BH - USBS HIGHGATE SPRING,2397705,Vermont,05460,1997,24051
VT0059BH - FDA-PPQ HIGHGATE SPRINGS,2630211,Vermont,054609998,2005,9241
VT0756BT-USBS NORTH TROY,2999333,Vermont,05859,2004,8001
VT0851BW - USBS WEST BERKSHIRE,2630208,Vermont,05457,1985,7439
WA0000BN - USBS PACIFIC HIGHWAY,2630230,Washington,982309242,1999,97431
WA0000FB - USBS CURLEW,2630214,Washington,99118,1937,5000
WA0000KC-SEATTLE FED CTR SO,20635,Washington,98134,1973,624463
WA0000KF - AUBURN CTR COMPLEX,2630217,Washington,980017426,1970,1442040
WA0000MB - USBS METALINE FALLS,2630219,Washington,991539998,1932,10546
WA0000OB - USBS OROVILLE,2630220,Washington,988449525,2003,68822
WA0028ZZ - RICHARD B. ANDERSON FB,2630223,Washington,98362,1985,22569
WA0035ZZ - NAKAMURA COURTHOUSE,20646,Washington,98104,1940,189305
WA0036ZZ - SEATTLE FED BLDG,20647,Washington,98174,1933,284605
WA0045ZZ - SPOKANE FED BLD USPO,20649,Washington,99201,1904,160293
WA0053ZZ - WM O DOUGLAS FBUSCT,20650,Washington,98901,1912,58282
WA0059ZZ - FED NARA-NARC,2630224,Washington,981157959,1946,187754
WA0063ZZ - RICHLAND FB,18430,Washington,99352,1965,386561
WA0064ZZ - T S FOLEY US COURTHO,18816,Washington,99201,1967,301915
WA0066BP - BOR PATROL SECT HQ,2630225,Washington,982309169,1966,11847
WA0067BP - BLAINE BORDER STATION ANNEX - DETENTION,2630226,Washington,982309169,1991,4074
WA0082ZZ - WENATACHEE FED BLDG,18332,Washington,98801,1973,104414
WA0089HQ - BORD PATROL SECT HQ,2630227,Washington,992181642,1966,12544
WA0094ZZ - VANCOUVER FED BLDG,2630228,Washington,986602871,1966,21725
WA0101ZZ - JACKSON FED BLDG,18149,Washington,98174,1973,865147
WA0102ZZ - SEATTLE US COURTHOUS,1237262,Washington,98101,2004,679979
WA0118ZZ - FDA BLDG BOTHELL,18148,Washington,98041,1988,61264
WA0119PR - USBS POINT ROBERTS,2630229,Washington,982819998,1998,26422
WA0122HQ - BORDER PATROL ANNEX,2630231,Washington,992181642,1997,6994
WA0132PA - PEACE ARCH LAND PORT OF ENTRY,20632,Washington,98230,2010,51782
WA0141BP - BLDG. VAULT,2630232,Washington,982309169,2006,5000
WA0148ZZ-FED RESERVE BANK OF SF,3981451,Washington,98104,2013,86800
WA0540YB - USBS KENNETH G. WARD,20640,Washington,98264,1986,17362
WA0550DV - USBS DANVILLE,20633,Washington,98121,1988,5000
WA0601LB - LAURIER LAND PORT OF ENTRY BUILDING,20636,Washington,99146,1936,6100
WA0653SB - USBS SUMAS,20639,Washington,98295,1990,22013
WA0811KA - ADMINISTRATION BLDG,20653,Washington,98001,1961,104508
WA0831KF - WAREHOUSE 7,2314920,Washington,98001,2006,205535
WA7587ZZ - UNION STATION TACOMA,18147,Washington,98402,1911,187094
WI0016ZZ - EAU CLAIRE FB CTHSE,1165560,Wisconsin,54701,1909,29481
WI0044ZZ - MILWAUKEE FB CTHSE,1165568,Wisconsin,53202,1899,475879
WI0095ZZ - SSA OSHKOSH,2630234,Wisconsin,549015011,1972,5625
WI0096ZZ - RACINE SSA DIST OFF,2410805,Wisconsin,53405,1972,7715
WI0098ZZ - SSA SHEBOYGAN,2410798,Wisconsin,53081,1972,5340
WI0350ZZ - KASTEMEIER CTHSE,1582459,Wisconsin,53705,1984,74528
WV0000WH - WHEELING FED BLDG & CTHSE,2630235,West Virginia,26003,1907,202449
WV0003ZZ - ELIZABETH KEE FED BLDG,2630236,West Virginia,247013066,1908,42945
WV0010ZZ - FOREST SERVICE BLDG,2630237,West Virginia,262413932,1937,32437
WV0030ZZ - PARKERSBURG FED BLDG,2630238,West Virginia,261015352,1963,175208
WV0050ZZ - MT HOPE FED BLDG & GARAGE,2630239,West Virginia,258801006,1959,40325
WV0053ZZ - MARTINSBURG COURTHOUSE,2630240,West Virginia,254013286,1961,75300
WV0054FP - HUNTINGTON FED BLDG,2630241,West Virginia,257002035,1958,231542
WV0057ZZ - SUMMERVILLE FED BLDG & PO,2630242,West Virginia,266511332,1966,11649
WV0163ZZ - BYRD US COURTHOUSE,2436904,West Virginia,25301,1998,447612
WV0171ZZ - BYRD FED BLDG & COURTHSE,2630244,West Virginia,258014501,1999,190358
WV0226ZZ-FED BLDG TRACING CENTER,2436910,West Virginia,25401,2000,168970
WV1251ZZ - RANDOLPH FEDERAL CTR,2630245,West Virginia,262413898,1974,53550
WY0003ZZ - EWING KERR FB CTHSE,2999336,Wyoming,82601,1932,57605
WY0004ZZ - CHEYENNE FEDERAL BLDG,2280774,Wyoming,82001,1933,33740
WY0029ZZ - JC OMAHONEY FED CTR,2280806,Wyoming,82001,1964,179201
WY0030ZZ - DICK CHENEY FED BLDG,2280867,Wyoming,82601,1970,130049
WY0034ZZ - STORAGE BUILDING,2630246,Wyoming,820013663,1970,1000
WY0035ZZ - CLIFFORD HANSEN FED CTHSE,3236645,Wyoming,83001,1980,3899
